new_industry_code,company_id,detailed_industry_name
129,140129,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,454309,Wholesale of other electronic equipments and parts thereof
129,692396,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,658019,"Wholesale of scientific, medical and surgical machinery and equipment"
129,740635,"Wholesale of confectionery, bakery products and beverages other than intoxicants"
129,275260,"Wholesale of scientific, medical and surgical machinery and equipment"
129,466052,Wholesale of pharmaceutical and medical goods
129,140753,Other non-specialised wholesale trade n.e.c.
129,236674,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,372486,Wholesale of metals and metal ores
129,217390,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,419397,Other non-specialised wholesale trade n.e.c.
129,274192,Other non-specialised wholesale trade n.e.c.
129,426045,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,242876,Wholesale of pharmaceutical and medical goods
129,217319,Other non-specialised wholesale trade n.e.c.
129,681188,Other non-specialised wholesale trade n.e.c.
129,597981,Other non-specialised wholesale trade n.e.c.
129,143708,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,670775,Other non-specialised wholesale trade n.e.c.
129,663225,Other non-specialised wholesale trade n.e.c.
129,223214,Wholesale of fertilizers and agrochemical products
129,495458,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc."
129,304248,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,142747,Other non-specialised wholesale trade n.e.c.
129,703678,"Wholesale of paints, varnishes, and lacquers"
129,488968,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,348133,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade
129,702259,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc."
129,514019,"Wholesale of confectionery, bakery products and beverages other than intoxicants"
129,488748,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,233702,Other non-specialised wholesale trade n.e.c.
129,496203,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,216477,Other non-specialised wholesale trade n.e.c.
129,296685,Wholesale of precious metals and jewellery
129,283387,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,573494,Other non-specialised wholesale trade n.e.c.
129,671284,Wholesale of pharmaceutical and medical goods
129,216095,Wholesale of metals and metal ores
129,480025,Other non-specialised wholesale trade n.e.c.
129,547158,Other non-specialised wholesale trade n.e.c.
129,215944,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,665303,Wholesale of computers and computer peripheral equipment
129,323206,Other non-specialised wholesale trade n.e.c.
129,687025,Wholesale of metals and metal ores
129,638300,Wholesale of wood in the rough and products of primary processing of wood
129,215441,Wholesale of raw milk & dairy products
129,271973,Other non-specialised wholesale trade n.e.c.
129,215345,Other non-specialised wholesale trade n.e.c.
129,557254,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
129,234817,"Wholesale of toiletry, perfumery and cosmetics"
129,664128,Other non-specialised wholesale trade n.e.c.
129,497893,Whole sale of other agriculture raw materials n.e.c.
129,192162,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
129,473467,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools"
129,146126,"Wholesale of scientific, medical and surgical machinery and equipment"
129,699289,Wholesale of raw milk & dairy products
129,664193,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,121964,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,709596,Other non-specialised wholesale trade n.e.c.
129,739400,Other non-specialised wholesale trade n.e.c.
129,692457,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
129,619344,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,105531,Other non-specialised wholesale trade n.e.c.
129,454168,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,230384,Other non-specialised wholesale trade n.e.c.
129,213696,Wholesale of other electronic equipments and parts thereof
129,529924,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,384342,Wholesale of metals and metal ores
129,104523,Other non-specialised wholesale trade n.e.c.
129,191981,Wholesale of metals and metal ores
129,417575,Other non-specialised wholesale trade n.e.c.
129,213290,"Wholesale of food, beverages and tobacco"
129,761121,Other non-specialised wholesale trade n.e.c.
129,470503,Other non-specialised wholesale trade n.e.c.
129,212935,Wholesale of metals and metal ores
129,515722,Other non-specialised wholesale trade n.e.c.
129,244600,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,757836,Wholesale of pharmaceutical and medical goods
129,284359,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,179389,"Wholesale of industrial chemicals,"
129,179271,Wholesale of metals and metal ores
129,212010,Wholesale of precious metals and jewellery
129,638577,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,211661,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,133501,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,303583,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,485152,Wholesale of metals and metal ores
129,358469,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,211437,Other non-specialised wholesale trade n.e.c.
129,222563,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,512942,"Wholesale of solid, liquid and gaseous fuels and related products"
129,552909,Other non-specialised wholesale trade n.e.c.
129,638436,Wholesale of metals and metal ores
129,170394,Other non-specialised wholesale trade n.e.c.
129,211137,"Wholesale of industrial chemicals,"
129,748198,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes bicycles, cycle rickshaw, tonga & other non-mechanised vehicles); leather goods and travel accessories; cleaning materials etc.]"
129,610611,Other non-specialised wholesale trade n.e.c.
129,259800,Other non-specialised wholesale trade n.e.c.
129,103908,Whole sale of other agriculture raw materials n.e.c.
129,422682,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,293761,"Wholesale of industrial chemicals,"
129,708201,Other non-specialised wholesale trade n.e.c.
129,608576,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,515880,Whole sale of other agriculture raw materials n.e.c.
129,340376,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,466152,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,602808,Wholesale of metals and metal ores
129,495606,Other non-specialised wholesale trade n.e.c.
129,267986,Wholesale of pharmaceutical and medical goods
129,209831,Wholesale of metals and metal ores
129,665120,"Wholesale of paper and other stationery items; books, magazines and newspapers"
129,559766,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,307058,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,651923,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,102872,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,638402,Wholesale of other electronic equipments and parts thereof
129,209385,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,209330,Other non-specialised wholesale trade n.e.c.
129,166363,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,387719,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,344157,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,784384,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
129,434680,Other non-specialised wholesale trade n.e.c.
129,208881,"Wholesale of industrial chemicals,"
129,281545,Wholesale of fertilizers and agrochemical products
129,196558,Other non-specialised wholesale trade n.e.c.
129,608981,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
129,249807,Wholesale of cereals & pulses
129,208667,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,175188,Other non-specialised wholesale trade n.e.c.
129,372115,Wholesale of cereals & pulses
129,208503,"Wholesale of industrial chemicals,"
129,208301,"Wholesale of food, beverages and tobacco"
129,499242,Other non-specialised wholesale trade n.e.c.
129,255235,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,464297,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,169499,Other non-specialised wholesale trade n.e.c.
129,663785,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,496083,Wholesale of metals and metal ores
129,326702,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc."
129,207312,Other non-specialised wholesale trade n.e.c.
129,663883,Wholesale of precious metals and jewellery
129,351704,Other non-specialised wholesale trade n.e.c.
129,170266,Other non-specialised wholesale trade n.e.c.
129,345530,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,638127,"Wholesale of industrial chemicals,"
129,101803,Wholesale of precious metals and jewellery
129,699601,Wholesale of pharmaceutical and medical goods
129,323702,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,744847,Other non-specialised wholesale trade n.e.c.
129,325948,Wholesale of precious stones
129,297193,Other non-specialised wholesale trade n.e.c.
129,206548,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,247863,"Wholesale of industrial chemicals,"
129,289969,Other non-specialised wholesale trade n.e.c.
129,496271,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,297194,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,205779,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,294270,Wholesale of computers and computer peripheral equipment
129,491234,Wholesale of cereals & pulses
129,475930,Other non-specialised wholesale trade n.e.c.
129,100830,"Wholesale of scientific, medical and surgical machinery and equipment"
129,162833,"Wholesale of industrial chemicals,"
129,663515,Other non-specialised wholesale trade n.e.c.
129,681935,Other non-specialised wholesale trade n.e.c.
129,106651,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,470146,Other non-specialised wholesale trade n.e.c.
129,661073,Wholesale of precious metals and jewellery
129,680480,Other non-specialised wholesale trade n.e.c.
129,249973,Other non-specialised wholesale trade n.e.c.
129,493326,Other non-specialised wholesale trade n.e.c.
129,163875,Wholesale of metals and metal ores
129,164340,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,204910,Other non-specialised wholesale trade n.e.c.
129,657159,Other non-specialised wholesale trade n.e.c.
129,315158,Other non-specialised wholesale trade n.e.c.
129,204708,Wholesale of metals and metal ores
129,276382,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,204580,Whole sale of other agriculture raw materials n.e.c.
129,665306,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,204458,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,146962,Other non-specialised wholesale trade n.e.c.
129,120411,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,244646,"Wholesale of solid, liquid and gaseous fuels and related products"
129,178769,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,222722,Wholesale of metals and metal ores
129,299971,Other non-specialised wholesale trade n.e.c.
129,709328,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
129,349395,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,498074,Wholesale of pharmaceutical and medical goods
129,336756,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,760648,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,213159,Other non-specialised wholesale trade n.e.c.
129,269245,Other non-specialised wholesale trade n.e.c.
129,105714,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
129,664084,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,347072,Other non-specialised wholesale trade n.e.c.
129,391476,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,191466,Other non-specialised wholesale trade n.e.c.
129,485268,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,300675,Wholesale of other electronic equipments and parts thereof
129,750740,Wholesale of other electronic equipments and parts thereof
129,202737,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,477130,Wholesale of precious metals and jewellery
129,363936,Wholesale of paper in bulk
129,347992,Wholesale of metals and metal ores
129,494299,Other non-specialised wholesale trade n.e.c.
129,244362,Other non-specialised wholesale trade n.e.c.
129,708565,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
129,181185,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,681658,Other non-specialised wholesale trade n.e.c.
129,663083,Wholesale of computers and computer peripheral equipment
129,202312,Wholesale of computers and computer peripheral equipment
129,202290,Wholesale of pharmaceutical and medical goods
129,203677,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,448101,Wholesale of metals and metal ores
129,479508,Wholesale of metals and metal ores
129,477456,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,202021,Other non-specialised wholesale trade n.e.c.
129,461439,Wholesale of pharmaceutical and medical goods
129,280156,Other non-specialised wholesale trade n.e.c.
129,774266,Other non-specialised wholesale trade n.e.c.
129,275575,Whole sale of other agriculture raw materials n.e.c.
129,638630,Wholesale of metals and metal ores
129,201898,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,551627,"Wholesale of transport equipment except motor vehicles, motorcycles and bicycles"
129,366503,"Wholesale of transport equipment except motor vehicles, motorcycles and bicycles"
129,134828,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,297600,Other non-specialised wholesale trade n.e.c.
129,137562,Other non-specialised wholesale trade n.e.c.
129,769047,Wholesale of pharmaceutical and medical goods
129,765045,Other non-specialised wholesale trade n.e.c.
129,420734,Other non-specialised wholesale trade n.e.c.
129,201537,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,328120,"Wholesale of paints, varnishes, and lacquers"
129,201528,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,494733,Other non-specialised wholesale trade n.e.c.
129,495304,Other non-specialised wholesale trade n.e.c.
129,201443,"Wholesale of industrial chemicals,"
129,623197,"Wholesale of industrial chemicals,"
129,739424,Other non-specialised wholesale trade n.e.c.
129,693088,Other non-specialised wholesale trade n.e.c.
129,228268,Other non-specialised wholesale trade n.e.c.
129,200927,Other specialized wholesale
129,481159,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,656883,"Wholesale of industrial chemicals,"
129,138854,"Wholesale of tea, coffee & cocoa"
129,697667,Whole sale of other agriculture raw materials n.e.c.
129,200657,Wholesale of software
129,748987,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc."
129,215433,Wholesale of metals and metal ores
129,206235,Wholesale of fertilizers and agrochemical products
129,215252,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,161030,Other non-specialised wholesale trade n.e.c.
129,299062,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,500343,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,140511,"Wholesale of transport equipment except motor vehicles, motorcycles and bicycles"
129,240602,Other non-specialised wholesale trade n.e.c.
129,638527,Other non-specialised wholesale trade n.e.c.
129,493776,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,604418,Wholesale of pharmaceutical and medical goods
129,200013,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,179836,"Wholesale of solid, liquid and gaseous fuels and related products"
129,369790,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,199787,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,506292,Other non-specialised wholesale trade n.e.c.
129,199699,Other non-specialised wholesale trade n.e.c.
129,147906,Other non-specialised wholesale trade n.e.c.
129,351848,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,487228,Wholesale of computers and computer peripheral equipment
129,199616,Other non-specialised wholesale trade n.e.c.
129,495731,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,612248,"Wholesale of solid, liquid and gaseous fuels and related products"
129,199582,Other non-specialised wholesale trade n.e.c.
129,592895,Other non-specialised wholesale trade n.e.c.
129,235655,"Wholesale of solid, liquid and gaseous fuels and related products"
129,346006,Other non-specialised wholesale trade n.e.c.
129,462667,Wholesale of computers and computer peripheral equipment
129,494232,Other non-specialised wholesale trade n.e.c.
129,308581,"Wholesale of straw, fodder & other animal/poultry feed"
129,342432,Wholesale of metals and metal ores
129,199283,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,452645,Other non-specialised wholesale trade n.e.c.
129,629237,"Wholesale of industrial chemicals,"
129,199043,"Wholesale of straw, fodder & other animal/poultry feed"
129,198944,Wholesale of fertilizers and agrochemical products
129,669120,Other non-specialised wholesale trade n.e.c.
129,265321,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,292023,Wholesale of metals and metal ores
129,644026,Wholesale of other electronic equipments and parts thereof
129,174646,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,360803,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,133824,Other non-specialised wholesale trade n.e.c.
129,457928,Other non-specialised wholesale trade n.e.c.
129,355683,Other non-specialised wholesale trade n.e.c.
129,535950,Wholesale of metals and metal ores
129,667324,Other non-specialised wholesale trade n.e.c.
129,665528,Wholesale of pharmaceutical and medical goods
129,705433,Wholesale of metals and metal ores
129,502897,Wholesale of precious metals and jewellery
129,198641,Other non-specialised wholesale trade n.e.c.
129,703412,Wholesale of raw milk & dairy products
129,331352,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
129,198612,Wholesale of rubber
129,792599,Other non-specialised wholesale trade n.e.c.
129,663432,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes bicycles, cycle rickshaw, tonga & other non-mechanised vehicles); leather goods and travel accessories; cleaning materials etc.]"
129,293217,Other non-specialised wholesale trade n.e.c.
129,672183,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,663905,Wholesale of pharmaceutical and medical goods
129,664214,Wholesale of precious metals and jewellery
129,233128,Wholesale of metals and metal ores
129,198487,Wholesale of precious metals and jewellery
129,660880,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
129,274433,Wholesale of paper in bulk
129,198411,Other non-specialised wholesale trade n.e.c.
129,753967,Wholesale of other basic/manufactured food stuffs n.e.c.
129,789838,Other non-specialised wholesale trade n.e.c.
129,116496,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools"
129,761961,Other non-specialised wholesale trade n.e.c.
129,256835,"Wholesale of industrial chemicals,"
129,198220,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,209267,Wholesale of pharmaceutical and medical goods
129,256122,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,367910,Whole sale of other agriculture raw materials n.e.c.
129,708598,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
129,198776,Other non-specialised wholesale trade n.e.c.
129,470336,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade
129,118227,Wholesale of metals and metal ores
129,262226,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,228940,Other non-specialised wholesale trade n.e.c.
129,480898,Other non-specialised wholesale trade n.e.c.
129,501731,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,197187,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,321965,"Wholesale of confectionery, bakery products and beverages other than intoxicants"
129,658768,Wholesale of pharmaceutical and medical goods
129,705598,Other non-specialised wholesale trade n.e.c.
129,213850,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,754809,Other non-specialised wholesale trade n.e.c.
129,230441,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,224901,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,664897,Other non-specialised wholesale trade n.e.c.
129,675552,Whole sale of other agriculture raw materials n.e.c.
129,250792,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
129,388045,"Wholesale of solid, liquid and gaseous fuels and related products"
129,603484,Wholesale of precious metals and jewellery
129,112819,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,196326,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,188906,Other non-specialised wholesale trade n.e.c.
129,663695,Other non-specialised wholesale trade n.e.c.
129,604802,"Wholesale of paper and other stationery items; books, magazines and newspapers"
129,391836,Other non-specialised wholesale trade n.e.c.
129,302660,"Wholesale of solid, liquid and gaseous fuels and related products"
129,574357,Other non-specialised wholesale trade n.e.c.
129,498365,Wholesale of metals and metal ores
129,663895,Other non-specialised wholesale trade n.e.c.
129,661933,Other non-specialised wholesale trade n.e.c.
129,196221,Other non-specialised wholesale trade n.e.c.
129,220250,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,434733,"Wholesale of scientific, medical and surgical machinery and equipment"
129,610439,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
129,159257,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools"
129,532901,Other non-specialised wholesale trade n.e.c.
129,260711,Wholesale of computers and computer peripheral equipment
129,268026,Other non-specialised wholesale trade n.e.c.
129,195750,Wholesale of metals and metal ores
129,233218,Wholesale of wood in the rough and products of primary processing of wood
129,499573,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,544083,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
129,543727,Wholesale of other electronic equipments and parts thereof
129,667691,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,638521,Other non-specialised wholesale trade n.e.c.
129,195043,Wholesale of metals and metal ores
129,498071,"Wholesale of tea, coffee & cocoa"
129,453038,"Wholesale of paper and other stationery items; books, magazines and newspapers"
129,140112,Other non-specialised wholesale trade n.e.c.
129,664702,"Wholesale of paints, varnishes, and lacquers"
129,384221,Wholesale of other basic/manufactured food stuffs n.e.c.
129,627694,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
129,320057,Other non-specialised wholesale trade n.e.c.
129,638535,Other non-specialised wholesale trade n.e.c.
129,488581,Wholesale of metals and metal ores
129,466800,Whole sale of other agriculture raw materials n.e.c.
129,420169,Other non-specialised wholesale trade n.e.c.
129,192416,"Wholesale of food, beverages and tobacco"
129,116414,"Wholesale of industrial chemicals,"
129,557048,Wholesale of metals and metal ores
129,224808,Other non-specialised wholesale trade n.e.c.
129,485069,Wholesale of pharmaceutical and medical goods
129,665324,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
129,245686,Wholesale of precious metals and jewellery
129,194171,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,133871,Other non-specialised wholesale trade n.e.c.
129,512514,"Wholesale of solid, liquid and gaseous fuels and related products"
129,599048,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,168864,"Wholesale of scientific, medical and surgical machinery and equipment"
129,221038,Other non-specialised wholesale trade n.e.c.
129,455729,Other non-specialised wholesale trade n.e.c.
129,283890,Wholesale of cereals & pulses
129,148847,Other non-specialised wholesale trade n.e.c.
129,117200,Other non-specialised wholesale trade n.e.c.
129,715551,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,576826,Wholesale of precious metals and jewellery
129,193628,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
129,403655,"Wholesale of meat, fish & eggs"
129,273912,Wholesale of metals and metal ores
129,694059,Wholesale of precious metals and jewellery
129,183020,Whole sale of other agriculture raw materials n.e.c.
129,231921,Other non-specialised wholesale trade n.e.c.
129,193489,Wholesale of computers and computer peripheral equipment
129,480514,Other non-specialised wholesale trade n.e.c.
129,134131,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,667996,Other non-specialised wholesale trade n.e.c.
129,487431,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools"
129,261569,Other non-specialised wholesale trade n.e.c.
129,328135,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
129,756933,Other non-specialised wholesale trade n.e.c.
129,664341,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
129,525916,"Wholesale of scientific, medical and surgical machinery and equipment"
129,514510,"Wholesale of meat, fish & eggs"
129,262006,"Wholesale of scientific, medical and surgical machinery and equipment"
